55110,MAGOHB
3959,LGALS3BP
5334,PLCL1
10410,IFITM3
4061,LY6E
27334,P2RY10
195828,ZNF367
64805,P2RY12
9848,MFAP3L
989,SEPTIN7
6117,RPA1
9425,CDYL
7402,UTRN
254065,BRWD3
64407,RGS18
567,B2M
10581,IFITM2
8519,IFITM1
55916,NXT2
6374,CXCL5
3146,HMGB1
8436,CAVIN2
84281,C2orf88
57092,PCNP
27067,STAU2
1501,CTNND2
3429,IFI27
7106,TSPAN4
56899,AIDA
760,CA2
203068,TUBB1
220929,ZNF438
100128327,TRAPPC3L
56911,MAP3K7CL
8520,HAT1
3718,JAK3
10664,CTCF
8036,SHOC2
7145,TNS1
201973,PRIMPOL
80258,EFHC2
51019,WASHC3
84671,ZNF347
388588,SMIM1
51582,AZIN1
27109,DMAC2L
129607,CMPK2
552,AVPR1A
115294,PCMTD1
3046,HBE1
100463486,MTRNR2L8
54982,CLN6
57446,NDRG3
23078,VWA8
57214,CEMIP
5573,PRKAR1A
100507650,RNF212B
763,CA5A
27030,MLH3
4154,MBNL1
51351,ZNF117
4068,SH2D1A
223082,ZNRF2
205,AK3
5562,PRKAA1
64132,XYLT2
340351,AGBL3
282809,POC1B
23118,TAB2
116154,PHACTR3
2537,IFI6
100463498,MTRNR2L12
11059,WWP1
55342,STRBP
23171,GPD1L
79886,CAAP1
84838,ZNF496
3953,LEPR
112574,SNX18
27071,DAPP1
340554,ZC3H12B
23420,NOMO1
57189,DENND11
79068,FTO
51765,STK26
10114,HIPK3
1284,COL4A2
8202,TRAM1
91543,RSAD2
219670,ENKUR
11346,SYNPO
7444,VRK2
56344,CABP5
2122,MECOM
27020,NPTN
8038,ADAM12
1238,ACKR2
79750,ZNF385D
7871,SLMAP
90139,TSPAN18
1282,COL4A1
4026,LPP
5602,MAPK10
84142,ABRAXAS1
66000,TMEM108
84570,COL25A1
139716,GAB3
4698,NDUFA5
85451,UNK
132720,FAM241A
219681,ARMC3
81610,FAM83D
34,ACADM
79752,ZFAND1
1806,DPYD
